benchmark,job_n,mc_n,instance_i,name,makespan,method
LA,20,5,2,LA13,1150,Park
LA,20,5,3,LA14,1292,Park
LA,20,5,4,LA15,1282,Park
LA,10,10,0,LA16,1134,Park
LA,10,10,1,LA17,953,Park
LA,10,10,2,LA18,1049,Park
LA,10,10,3,LA19,880,Park
LA,10,10,4,LA20,1042,Park
LA,15,10,0,LA21,1309,Park
LA,15,10,1,LA22,1158,Park
LA,15,10,2,LA23,1085,Park
LA,15,10,3,LA24,1129,Park
LA,15,10,4,LA25,1308,Park
LA,20,10,0,LA26,1553,Park
LA,20,10,1,LA27,1624,Park
LA,20,10,2,LA28,1438,Park
LA,20,10,3,LA29,1582,Park
LA,20,10,4,LA30,1649,Park
LA,30,10,0,LA31,1817,Park
LA,30,10,1,LA32,1977,Park
LA,30,10,2,LA33,1795,Park
LA,30,10,3,LA34,1895,Park
LA,30,10,4,LA35,2041,Park
LA,15,15,0,LA36,1489,Park
LA,15,15,1,LA37,1623,Park
LA,15,15,2,LA38,1421,Park
LA,15,15,3,LA39,1555,Park
LA,15,15,4,LA40,1570,Park
FT,6,6,0,FT06,71,Park
FT,10,10,0,FT10,1142,Park
FT,20,5,0,FT20,1338,Park
ORB,10,10,0,ORB01,1336,Park
ORB,10,10,1,ORB02,1067,Park
ORB,10,10,2,ORB03,1202,Park
ORB,10,10,3,ORB04,1281,Park
ORB,10,10,4,ORB05,1082,Park
ORB,10,10,5,ORB06,1178,Park
ORB,10,10,6,ORB07,477,Park
ORB,10,10,7,ORB08,1156,Park
ORB,10,10,8,ORB09,1143,Park
ORB,10,10,9,ORB10,1087,Park
ABZ,10,10,0,ABZ5,1353,Park
ABZ,10,10,1,ABZ6,1043,Park
ABZ,20,15,0,ABZ7,887,Park
ABZ,20,15,1,ABZ8,843,Park
ABZ,20,15,2,ABZ9,848,Park
YN,20,20,0,YN1,1118,Park
YN,20,20,1,YN2,1097,Park
YN,20,20,2,YN3,1083,Park
YN,20,20,3,YN4,1258,Park
SWV,20,10,0,SWV01,1761,Park
SWV,20,10,1,SWV02,1846,Park
SWV,20,10,2,SWV03,1892,Park
SWV,20,10,3,SWV04,1908,Park
SWV,20,10,4,SWV05,1796,Park
SWV,20,15,0,SWV06,2068,Park
SWV,20,15,1,SWV07,2194,Park
SWV,20,15,2,SWV08,2191,Park
SWV,20,15,3,SWV09,2278,Park
SWV,20,15,4,SWV10,2141,Park
SWV,50,10,0,SWV11,3989,Park
SWV,50,10,1,SWV12,4136,Park
SWV,50,10,2,SWV13,4008,Park
SWV,50,10,3,SWV14,3758,Park
SWV,50,10,4,SWV15,3860,Park
SWV,50,10,5,SWV16,2924,Park
SWV,50,10,6,SWV17,2840,Park
SWV,50,10,7,SWV18,2852,Park
SWV,50,10,8,SWV19,2961,Park
SWV,50,10,9,SWV20,2823,Park
TA,15,15,0,TA01,1452,ScheduleNet
TA,15,15,1,TA02,1411,ScheduleNet
TA,15,15,2,TA03,1396,ScheduleNet
TA,15,15,3,TA04,1348,ScheduleNet
TA,15,15,4,TA05,1382,ScheduleNet
TA,15,15,5,TA06,1413,ScheduleNet
TA,15,15,6,TA07,1380,ScheduleNet
TA,15,15,7,TA08,1374,ScheduleNet
TA,15,15,8,TA09,1523,ScheduleNet
TA,15,15,9,TA10,1493,ScheduleNet
TA,20,15,0,TA11,1612,ScheduleNet
TA,20,15,1,TA12,1600,ScheduleNet
TA,20,15,2,TA13,1625,ScheduleNet
TA,20,15,3,TA14,1590,ScheduleNet
TA,20,15,4,TA15,1676,ScheduleNet
TA,20,15,5,TA16,1550,ScheduleNet
TA,20,15,6,TA17,1753,ScheduleNet
TA,20,15,7,TA18,1668,ScheduleNet
TA,20,15,8,TA19,1622,ScheduleNet
TA,20,15,9,TA20,1604,ScheduleNet
TA,20,20,0,TA21,1921,ScheduleNet
TA,20,20,1,TA22,1844,ScheduleNet
TA,20,20,2,TA23,1879,ScheduleNet
TA,20,20,3,TA24,1922,ScheduleNet
TA,20,20,4,TA25,1897,ScheduleNet
TA,20,20,5,TA26,1887,ScheduleNet
TA,20,20,6,TA27,2009,ScheduleNet
TA,20,20,7,TA28,1813,ScheduleNet
TA,20,20,8,TA29,1875,ScheduleNet
TA,20,20,9,TA30,1913,ScheduleNet
TA,30,15,0,TA31,2055,ScheduleNet
TA,30,15,1,TA32,2268,ScheduleNet
TA,30,15,2,TA33,2281,ScheduleNet
TA,30,15,3,TA34,2061,ScheduleNet
TA,30,15,4,TA35,2218,ScheduleNet
TA,30,15,5,TA36,2154,ScheduleNet
TA,30,15,6,TA37,2112,ScheduleNet
TA,30,15,7,TA38,1970,ScheduleNet
TA,30,15,8,TA39,2146,ScheduleNet
TA,30,15,9,TA40,2030,ScheduleNet
TA,30,20,0,TA41,2572,ScheduleNet
TA,30,20,1,TA42,2397,ScheduleNet
TA,30,20,2,TA43,2310,ScheduleNet
TA,30,20,3,TA44,2456,ScheduleNet
TA,30,20,4,TA45,2445,ScheduleNet
TA,30,20,5,TA46,2541,ScheduleNet
TA,30,20,6,TA47,2280,ScheduleNet
TA,30,20,7,TA48,2358,ScheduleNet
TA,30,20,8,TA49,2301,ScheduleNet
TA,30,20,9,TA50,2453,ScheduleNet
TA,50,15,0,TA51,3382,ScheduleNet
TA,50,15,1,TA52,3231,ScheduleNet
TA,50,15,2,TA53,3083,ScheduleNet
TA,50,15,3,TA54,3068,ScheduleNet
TA,50,15,4,TA55,3078,ScheduleNet
TA,50,15,5,TA56,3065,ScheduleNet
TA,50,15,6,TA57,3266,ScheduleNet
TA,50,15,7,TA58,3321,ScheduleNet
TA,50,15,8,TA59,3044,ScheduleNet
TA,50,15,9,TA60,3036,ScheduleNet
TA,50,20,0,TA61,3202,ScheduleNet
TA,50,20,1,TA62,3339,ScheduleNet
TA,50,20,2,TA63,3118,ScheduleNet
TA,50,20,3,TA64,2989,ScheduleNet
TA,50,20,4,TA65,3168,ScheduleNet
TA,50,20,5,TA66,3199,ScheduleNet
TA,50,20,6,TA67,3236,ScheduleNet
TA,50,20,7,TA68,3072,ScheduleNet
TA,50,20,8,TA69,3535,ScheduleNet
TA,50,20,9,TA70,3436,ScheduleNet
TA,100,20,0,TA71,5879,ScheduleNet
TA,100,20,1,TA72,5456,ScheduleNet
TA,100,20,2,TA73,6052,ScheduleNet
TA,100,20,3,TA74,5513,ScheduleNet
TA,100,20,4,TA75,5992,ScheduleNet
TA,100,20,5,TA76,5773,ScheduleNet
TA,100,20,6,TA77,5637,ScheduleNet
TA,100,20,7,TA78,5833,ScheduleNet
TA,100,20,8,TA79,5556,ScheduleNet
TA,100,20,9,TA80,5545,ScheduleNet
LA,10,5,0,LA01,680,ScheduleNet
LA,10,5,1,LA02,768,ScheduleNet
LA,10,5,2,LA03,734,ScheduleNet
LA,10,5,3,LA04,698,ScheduleNet
LA,10,5,4,LA05,593,ScheduleNet
LA,15,5,0,LA06,926,ScheduleNet
LA,15,5,1,LA07,1008,ScheduleNet
LA,15,5,2,LA08,863,ScheduleNet
LA,15,5,3,LA09,951,ScheduleNet
LA,15,5,4,LA10,958,ScheduleNet
LA,20,5,0,LA11,1254,ScheduleNet
LA,20,5,1,LA12,1039,ScheduleNet
LA,20,5,2,LA13,1150,ScheduleNet
LA,20,5,3,LA14,1292,ScheduleNet
LA,20,5,4,LA15,1395,ScheduleNet
LA,10,10,0,LA16,1047,ScheduleNet
LA,10,10,1,LA17,888,ScheduleNet
LA,10,10,2,LA18,947,ScheduleNet
LA,10,10,3,LA19,963,ScheduleNet
LA,10,10,4,LA20,989,ScheduleNet
LA,15,10,0,LA21,1261,ScheduleNet
LA,15,10,1,LA22,1027,ScheduleNet
LA,15,10,2,LA23,1145,ScheduleNet
LA,15,10,3,LA24,1088,ScheduleNet
LA,15,10,4,LA25,1117,ScheduleNet
LA,20,10,0,LA26,1458,ScheduleNet
LA,20,10,1,LA27,1516,ScheduleNet
LA,20,10,2,LA28,1357,ScheduleNet
LA,20,10,3,LA29,1320,ScheduleNet
LA,20,10,4,LA30,1490,ScheduleNet
LA,30,10,0,LA31,1906,ScheduleNet
LA,30,10,1,LA32,1850,ScheduleNet
LA,30,10,2,LA33,1731,ScheduleNet
LA,30,10,3,LA34,1784,ScheduleNet
LA,30,10,4,LA35,1969,ScheduleNet
LA,15,15,0,LA36,1449,ScheduleNet
LA,15,15,1,LA37,1653,ScheduleNet
LA,15,15,2,LA38,1444,ScheduleNet
LA,15,15,3,LA39,1430,ScheduleNet
LA,15,15,4,LA40,1357,ScheduleNet
FT,6,6,0,FT06,59,ScheduleNet
FT,10,10,0,FT10,1111,ScheduleNet
FT,20,5,0,FT20,1498,ScheduleNet
ORB,10,10,0,ORB01,1276,ScheduleNet
ORB,10,10,1,ORB02,958,ScheduleNet
ORB,10,10,2,ORB03,1335,ScheduleNet
ORB,10,10,3,ORB04,1178,ScheduleNet
ORB,10,10,4,ORB05,1042,ScheduleNet
ORB,10,10,5,ORB06,1222,ScheduleNet
ORB,10,10,6,ORB07,456,ScheduleNet
ORB,10,10,7,ORB08,1178,ScheduleNet
ORB,10,10,8,ORB09,1145,ScheduleNet
ORB,10,10,9,ORB10,1080,ScheduleNet
ABZ,10,10,0,ABZ5,1336,ScheduleNet
ABZ,10,10,1,ABZ6,981,ScheduleNet
ABZ,20,15,0,ABZ7,791,ScheduleNet
ABZ,20,15,1,ABZ8,787,ScheduleNet
ABZ,20,15,2,ABZ9,832,ScheduleNet
YN,20,20,0,YN1,1027,ScheduleNet
YN,20,20,1,YN2,1037,ScheduleNet
YN,20,20,2,YN3,1046,ScheduleNet
YN,20,20,3,YN4,1216,ScheduleNet
SWV,20,10,0,SWV01,1913,ScheduleNet
SWV,20,10,1,SWV02,1998,ScheduleNet
SWV,20,10,2,SWV03,1830,ScheduleNet
SWV,20,10,3,SWV04,1971,ScheduleNet
SWV,20,10,4,SWV05,1922,ScheduleNet
SWV,20,15,0,SWV06,2216,ScheduleNet
SWV,20,15,1,SWV07,2037,ScheduleNet
SWV,20,15,2,SWV08,2255,ScheduleNet
SWV,20,15,3,SWV09,2196,ScheduleNet
SWV,20,15,4,SWV10,2279,ScheduleNet
SWV,50,10,0,SWV11,4390,ScheduleNet
SWV,50,10,1,SWV12,4532,ScheduleNet
SWV,50,10,2,SWV13,4602,ScheduleNet
SWV,50,10,3,SWV14,4387,ScheduleNet
SWV,50,10,4,SWV15,4402,ScheduleNet
SWV,50,10,5,SWV16,2924,ScheduleNet
SWV,50,10,6,SWV17,2794,ScheduleNet
SWV,50,10,7,SWV18,2852,ScheduleNet
SWV,50,10,8,SWV19,2992,ScheduleNet
SWV,50,10,9,SWV20,2823,ScheduleNet
TA,15,15,0,TA01,1443,Zhang
TA,15,15,1,TA02,1544,Zhang
TA,15,15,2,TA03,1440,Zhang
TA,15,15,3,TA04,1637,Zhang
TA,15,15,4,TA05,1619,Zhang
TA,15,15,5,TA06,1601,Zhang
TA,15,15,6,TA07,1568,Zhang
TA,15,15,7,TA08,1468,Zhang
TA,15,15,8,TA09,1627,Zhang
TA,15,15,9,TA10,1527,Zhang
TA,20,15,0,TA11,1794,Zhang
TA,20,15,1,TA12,1805,Zhang
TA,20,15,2,TA13,1932,Zhang
TA,20,15,3,TA14,1664,Zhang
TA,20,15,4,TA15,1730,Zhang
TA,20,15,5,TA16,1710,Zhang
TA,20,15,6,TA17,1897,Zhang
TA,20,15,7,TA18,1794,Zhang
TA,20,15,8,TA19,1682,Zhang
TA,20,15,9,TA20,1739,Zhang
TA,20,20,0,TA21,2252,Zhang
TA,20,20,1,TA22,2102,Zhang
TA,20,20,2,TA23,2085,Zhang
TA,20,20,3,TA24,2200,Zhang
TA,20,20,4,TA25,2201,Zhang
TA,20,20,5,TA26,2176,Zhang
TA,20,20,6,TA27,2132,Zhang
TA,20,20,7,TA28,2146,Zhang
TA,20,20,8,TA29,1952,Zhang
TA,20,20,9,TA30,2035,Zhang
TA,30,15,0,TA31,2565,Zhang
TA,30,15,1,TA32,2388,Zhang
TA,30,15,2,TA33,2324,Zhang
TA,30,15,3,TA34,2332,Zhang
TA,30,15,4,TA35,2505,Zhang
TA,30,15,5,TA36,2497,Zhang
TA,30,15,6,TA37,2325,Zhang
TA,30,15,7,TA38,2302,Zhang
TA,30,15,8,TA39,2410,Zhang
TA,30,15,9,TA40,2140,Zhang
TA,30,20,0,TA41,2667,Zhang
TA,30,20,1,TA42,2664,Zhang
TA,30,20,2,TA43,2431,Zhang
TA,30,20,3,TA44,2714,Zhang
TA,30,20,4,TA45,2637,Zhang
TA,30,20,5,TA46,2776,Zhang
TA,30,20,6,TA47,2476,Zhang
TA,30,20,7,TA48,2490,Zhang
TA,30,20,8,TA49,2556,Zhang
TA,30,20,9,TA50,2628,Zhang
TA,50,15,0,TA51,3599,Zhang
TA,50,15,1,TA52,3341,Zhang
TA,50,15,2,TA53,3186,Zhang
TA,50,15,3,TA54,3266,Zhang
TA,50,15,4,TA55,3232,Zhang
TA,50,15,5,TA56,3378,Zhang
TA,50,15,6,TA57,3471,Zhang
TA,50,15,7,TA58,3732,Zhang
TA,50,15,8,TA59,3381,Zhang
TA,50,15,9,TA60,3352,Zhang
TA,50,20,0,TA61,3654,Zhang
TA,50,20,1,TA62,3722,Zhang
TA,50,20,2,TA63,3536,Zhang
TA,50,20,3,TA64,3631,Zhang
TA,50,20,4,TA65,3359,Zhang
TA,50,20,5,TA66,3555,Zhang
TA,50,20,6,TA67,3567,Zhang
TA,50,20,7,TA68,3680,Zhang
TA,50,20,8,TA69,3592,Zhang
TA,50,20,9,TA70,3643,Zhang
TA,100,20,0,TA71,6452,Zhang
TA,100,20,1,TA72,5695,Zhang
TA,100,20,2,TA73,6462,Zhang
TA,100,20,3,TA74,5885,Zhang
TA,100,20,4,TA75,6355,Zhang
TA,100,20,5,TA76,6135,Zhang
TA,100,20,6,TA77,6056,Zhang
TA,100,20,7,TA78,6101,Zhang
TA,100,20,8,TA79,5943,Zhang
TA,100,20,9,TA80,5892,Zhang
DMU,20,15,0,DMU01,3323,Zhang
DMU,20,15,1,DMU02,3630,Zhang
DMU,20,15,2,DMU03,3660,Zhang
DMU,20,15,3,DMU04,3816,Zhang
DMU,20,15,4,DMU05,3897,Zhang
DMU,20,20,0,DMU06,4358,Zhang
DMU,20,20,1,DMU07,3671,Zhang
DMU,20,20,2,DMU08,4048,Zhang
DMU,20,20,3,DMU09,4482,Zhang
DMU,20,20,4,DMU10,4021,Zhang
DMU,30,15,0,DMU11,4435,Zhang
DMU,30,15,1,DMU12,4864,Zhang
DMU,30,15,2,DMU13,4918,Zhang
DMU,30,15,3,DMU14,4130,Zhang
DMU,30,15,4,DMU15,4392,Zhang
DMU,30,20,0,DMU16,4953,Zhang
DMU,30,20,1,DMU17,5379,Zhang
DMU,30,20,2,DMU18,5100,Zhang
DMU,30,20,3,DMU19,4889,Zhang
DMU,30,20,4,DMU20,4859,Zhang
DMU,40,15,0,DMU21,5317,Zhang
DMU,40,15,1,DMU22,5534,Zhang
DMU,40,15,2,DMU23,5620,Zhang
DMU,40,15,3,DMU24,5753,Zhang
DMU,40,15,4,DMU25,4775,Zhang
DMU,40,20,0,DMU26,5946,Zhang
DMU,40,20,1,DMU27,6418,Zhang
DMU,40,20,2,DMU28,5986,Zhang
DMU,40,20,3,DMU29,6051,Zhang
DMU,40,20,4,DMU30,5988,Zhang
DMU,50,15,0,DMU31,7156,Zhang
DMU,50,15,1,DMU32,6506,Zhang
DMU,50,15,2,DMU33,6192,Zhang
DMU,50,15,3,DMU34,6257,Zhang
DMU,50,15,4,DMU35,6302,Zhang
DMU,50,20,0,DMU36,7470,Zhang
DMU,50,20,1,DMU37,7296,Zhang
DMU,50,20,2,DMU38,7410,Zhang
DMU,50,20,3,DMU39,6827,Zhang
DMU,50,20,4,DMU40,7325,Zhang
DMU,20,15,5,DMU41,4316,Zhang
DMU,20,15,6,DMU42,4858,Zhang
DMU,20,15,7,DMU43,4887,Zhang
DMU,20,15,8,DMU44,5151,Zhang
DMU,20,15,9,DMU45,4615,Zhang
DMU,20,20,5,DMU46,5876,Zhang
DMU,20,20,6,DMU47,5771,Zhang
DMU,20,20,7,DMU48,5034,Zhang
DMU,20,20,8,DMU49,5470,Zhang
DMU,20,20,9,DMU50,5314,Zhang
DMU,30,15,5,DMU51,6241,Zhang
DMU,30,15,6,DMU52,6714,Zhang
DMU,30,15,7,DMU53,6724,Zhang
DMU,30,15,8,DMU54,6522,Zhang
DMU,30,15,9,DMU55,6639,Zhang
DMU,30,20,5,DMU56,7328,Zhang
DMU,30,20,6,DMU57,6704,Zhang
DMU,30,20,7,DMU58,6721,Zhang
DMU,30,20,8,DMU59,7109,Zhang
DMU,30,20,9,DMU60,6632,Zhang
DMU,40,15,5,DMU61,8203,Zhang
DMU,40,15,6,DMU62,8091,Zhang
DMU,40,15,7,DMU63,8031,Zhang
DMU,40,15,8,DMU64,7738,Zhang
DMU,40,15,9,DMU65,7577,Zhang
DMU,40,20,5,DMU66,8475,Zhang
DMU,40,20,6,DMU67,8832,Zhang
DMU,40,20,7,DMU68,8693,Zhang
DMU,40,20,8,DMU69,8634,Zhang
DMU,40,20,9,DMU70,8735,Zhang
DMU,50,15,5,DMU71,9797,Zhang
DMU,50,15,6,DMU72,9926,Zhang
DMU,50,15,7,DMU73,9933,Zhang
DMU,50,15,8,DMU74,9833,Zhang
DMU,50,15,9,DMU75,9892,Zhang
DMU,50,20,5,DMU76,9698,Zhang
DMU,50,20,6,DMU77,10693,Zhang
DMU,50,20,7,DMU78,9986,Zhang
DMU,50,20,8,DMU79,10936,Zhang
DMU,50,20,9,DMU80,9875,Zhang
TA,15,15,0,TA01,1711.07,Chen
TA,15,15,1,TA02,1639.3,Chen
TA,20,15,0,TA11,1833,Chen
TA,20,15,1,TA12,1765.07,Chen
TA,20,20,0,TA21,2145.63,Chen
TA,20,20,1,TA22,2015.89,Chen
TA,30,15,0,TA31,2382.63,Chen
TA,30,15,1,TA32,2458.52,Chen
TA,30,20,0,TA41,2541.22,Chen
TA,30,20,1,TA42,2762.26,Chen
TA,50,15,0,TA51,3762.6,Chen
TA,50,15,1,TA52,3511.2,Chen
TA,50,20,0,TA61,3633.48,Chen
TA,50,20,1,TA62,3712.3,Chen
TA,100,20,0,TA71,6321.22,Chen
TA,100,20,1,TA72,6232.22,Chen
TA,15,15,0,TA01,1315,Han
TA,15,15,1,TA02,1336,Han
TA,20,15,0,TA11,1516,Han
TA,20,15,1,TA12,1586,Han
TA,20,20,0,TA21,1952,Han
TA,20,20,1,TA22,1870,Han
TA,30,15,0,TA31,1986,Han
TA,30,15,1,TA32,2135,Han
TA,30,20,0,TA41,2450,Han
TA,30,20,1,TA42,2351,Han
TA,50,15,0,TA51,3263,Han
TA,50,15,1,TA52,3229,Han
TA,50,20,0,TA61,3367,Han
TA,50,20,1,TA62,3489,Han
TA,100,20,0,TA71,5908,Han
TA,100,20,1,TA72,5746,Han
LA,10,5,0,LA01,666,Han
LA,10,5,1,LA02,655,Han
LA,10,5,2,LA03,597,Han
LA,10,5,3,LA04,609,Han
LA,10,5,4,LA05,593,Han
LA,15,5,0,LA06,926,Han
LA,15,5,1,LA07,890,Han
LA,15,5,2,LA08,863,Han
LA,15,5,3,LA09,951,Han
LA,15,5,4,LA10,958,Han
LA,20,5,0,LA11,1222,Han
LA,20,5,1,LA12,1047,Han
LA,20,5,2,LA13,1151,Han
LA,20,5,3,LA14,1292,Han
LA,20,5,4,LA15,1221,Han
LA,10,10,0,LA16,980,Han
LA,10,10,1,LA17,799,Han
LA,10,10,2,LA18,859,Han
LA,10,10,3,LA19,872,Han
LA,10,10,4,LA20,924,Han
LA,15,10,0,LA21,1162,Han
LA,15,10,1,LA22,1021,Han
LA,15,10,2,LA23,1053,Han
LA,15,10,3,LA24,1029,Han
LA,15,10,4,LA25,1067,Han
LA,20,10,0,LA26,1327,Han
LA,20,10,1,LA27,1397,Han
LA,20,10,2,LA28,1386,Han
LA,20,10,3,LA29,1323,Han
LA,20,10,4,LA30,1417,Han
LA,30,10,0,LA31,1854,Han
LA,30,10,1,LA32,1900,Han
LA,30,10,2,LA33,1782,Han
LA,30,10,3,LA34,1880,Han
LA,30,10,4,LA35,1941,Han
LA,15,15,0,LA36,1355,Han
LA,15,15,1,LA37,1540,Han
LA,15,15,2,LA38,1348,Han
LA,15,15,3,LA39,1357,Han
LA,15,15,4,LA40,1336,Han
DMU,20,15,0,DMU01,2978,Han
DMU,20,20,0,DMU06,3314,Han
DMU,30,15,0,DMU11,3939,Han
DMU,30,20,0,DMU16,4414,Han
DMU,40,15,0,DMU21,5255,Han
DMU,40,20,0,DMU26,5695,Han
DMU,50,15,0,DMU31,6588,Han
DMU,50,20,0,DMU36,6859,Han
DMU,20,15,0,DMU41,3754,Han
DMU,20,20,0,DMU46,4742,Han
DMU,30,15,0,DMU51,5055,Han
DMU,30,20,0,DMU56,5893,Han
DMU,40,15,0,DMU61,6365,Han
DMU,40,20,0,DMU66,6543,Han
DMU,50,15,0,DMU71,7912,Han
DMU,50,20,0,DMU76,8302,Han
ABZ,20,10,0,ABZ5,1309,Han
ABZ,20,15,0,ABZ7,725,Han
FT,6,6,0,FT06,55,Han
FT,10,10,0,FT10,980,Han
FT,20,5,0,FT20,1208,Han
ORB,10,10,0,ORB01,1080,Han
ORB,10,10,1,ORB02,924,Han
SWV,20,10,0,SWV01,1616,Han
SWV,20,15,0,SWV06,1978,Han
YN,20,20,0,YN1,996,Han
YN,20,20,1,YN2,980,Han
LA,20,5,0,LA11,1222,Liu
LA,20,5,1,LA12,1111,Liu
LA,20,5,2,LA13,1181,Liu
LA,20,5,3,LA14,1292,Liu
LA,20,5,4,LA15,1288,Liu
FT,6,6,0,FT06,57,Liu
FT,10,10,0,FT10,1041,Liu
ORB,10,10,0,ORB01,1211,Liu
ORB,10,10,1,ORB02,1002,Liu
ORB,10,10,2,ORB03,1150,Liu
ORB,10,10,3,ORB04,1132,Liu
ORB,10,10,4,ORB05,1045,Liu
ORB,10,10,5,ORB06,1106,Liu
ORB,10,10,6,ORB07,468,Liu
ORB,10,10,7,ORB08,1022,Liu
ORB,10,10,8,ORB09,1082,Liu
TA,15,15,0,TA01,1445,Iklassov
TA,15,15,1,TA02,1405,Iklassov
TA,15,15,2,TA03,1469,Iklassov
TA,15,15,3,TA04,1304,Iklassov
TA,15,15,4,TA05,1345,Iklassov
TA,15,15,5,TA06,1360,Iklassov
TA,15,15,6,TA07,1426,Iklassov
TA,15,15,7,TA08,1422,Iklassov
TA,15,15,8,TA09,1460,Iklassov
TA,15,15,9,TA10,1406,Iklassov
TA,20,15,0,TA11,1623,Iklassov
TA,20,15,1,TA12,1587,Iklassov
TA,20,15,2,TA13,1617,Iklassov
TA,20,15,3,TA14,1548,Iklassov
TA,20,15,4,TA15,1546,Iklassov
TA,20,15,5,TA16,1584,Iklassov
TA,20,15,6,TA17,1698,Iklassov
TA,20,15,7,TA18,1614,Iklassov
TA,20,15,8,TA19,1561,Iklassov
TA,20,15,9,TA20,1525,Iklassov
TA,20,20,0,TA21,1913,Iklassov
TA,20,20,1,TA22,1853,Iklassov
TA,20,20,2,TA23,1854,Iklassov
TA,20,20,3,TA24,1907,Iklassov
TA,20,20,4,TA25,1903,Iklassov
TA,20,20,5,TA26,1944,Iklassov
TA,20,20,6,TA27,2001,Iklassov
TA,20,20,7,TA28,1826,Iklassov
TA,20,20,8,TA29,1839,Iklassov
TA,20,20,9,TA30,1925,Iklassov
TA,30,15,0,TA31,2105,Iklassov
TA,30,15,1,TA32,2163,Iklassov
TA,30,15,2,TA33,2225,Iklassov
TA,30,15,3,TA34,2108,Iklassov
TA,30,15,4,TA35,2172,Iklassov
TA,30,15,5,TA36,2124,Iklassov
TA,30,15,6,TA37,2208,Iklassov
TA,30,15,7,TA38,1943,Iklassov
TA,30,15,8,TA39,2106,Iklassov
TA,30,15,9,TA40,2035,Iklassov
TA,30,20,0,TA41,2440,Iklassov
TA,30,20,1,TA42,2375,Iklassov
TA,30,20,2,TA43,2352,Iklassov
TA,30,20,3,TA44,2464,Iklassov
TA,30,20,4,TA45,2248,Iklassov
TA,30,20,5,TA46,2410,Iklassov
TA,30,20,6,TA47,2211,Iklassov
